,age,comment,likes/views,link,promo,user
871,APRIL 19,Thanks for being like Rihanna and letting me stand under your umbrella 🌷💗 @madison_copiak,329 likes,/BwdhcgtAQ03/,0,hailey_bb
872,MARCH 31,I’ll stop the world and melt with you🍦,297 likes,/BvsbwLeHm5G/,0,hailey_bb
873,MARCH 30,You had me at yellow. 🌼,316 likes,/Bvpi06jHrbv/,0,hailey_bb
874,MARCH 23,“Let your joy burst forth like flowers in the spring.” ☀️💐💛,301 likes,/BvXzXDTHVC1/,0,hailey_bb
875,MARCH 3,"Hold on tight to what you love (for me that’s coffee)☕️ pc📷: @therealspencers
cc: @olivia_cope",275 likes,/Bukj3lBH3LJ/,0,hailey_bb
876,FEBRUARY 26,Mid winter pick-me-up🌺🌴,357 likes,/BuXF5h_n-s1/,0,hailey_bb
877,FEBRUARY 25,When your biggest problem is keeping your hat from blowing away...life is rough😉🌺🌴,282 likes,/BuUyXzunLyo/,0,hailey_bb
878,FEBRUARY 23,"Aloha, Hawaii🌺",380 likes,/BuPQKaBHchC/,0,hailey_bb
879,FEBRUARY 9,"Don’t let this smile fool you, I’m snow not about this weather. #isitsummeryet",295 likes,/BtrgTBznDiY/,0,hailey_bb
880,FEBRUARY 1,Planting myself in the conservatory until winter is over🌱🌼,254 likes,/BtXKP3Dn4mT/,0,hailey_bb
881,JANUARY 26,Day 2 of trying to con Alex into moving back to Seattle... she says it’s not working but I beg to differ ;),267 likes,/BtHbRnnn-vs/,0,hailey_bb
882,JANUARY 15,"Happy birthday to my future hubby, personal comedian, and best friend. Life with you is so freaking fun. Thankful I’m stuck with you forever ;) 23 is going to be the best year yet. I love you Spence. 🥰❣️🎉🎈",374 likes,/BsqwLPEnNZM/,0,hailey_bb
883,JANUARY 12,Still trying to find new and creative ways to show off my ring 🙊💍,272 likes,/Bsj2aWEH7Ip/,0,hailey_bb
884,JANUARY 6,“The secret to a well balanced life is a cup of tea in one hand and a book in the other.”,252 likes,/BsTouDWHV5M/,0,hailey_bb
885,JANUARY 1,"Bubbly, besties, then bed🥂😂🎉🎆2019 is about to be the best yet, Happy New Year y’all!",268 likes,/BsGnmemndqZ/,0,hailey_bb
886,"DECEMBER 30, 2018","Happy Birthday to my beautiful Mama! Beyond thankful for her unwavering love, support, and fashionista genes👠🛍❣️💋",364 likes,/BsBLvdrn94y/,0,hailey_bb
887,"DECEMBER 24, 2018",First Christmas with all my loved ones under the same roof and I couldn’t be happier🥰☺️🎄❣️,394 likes,/BryuuKHnlIS/,0,hailey_bb
888,"DECEMBER 19, 2018",Just when you thought the engagement pictures were over... 🥰🙊❣️,432 likes,/Brl5ZoSHL5E/,0,hailey_bb
889,"DECEMBER 16, 2018",Coffee and a lovely friend is the perfect blend.❣️☕️,264 likes,/Brds1pdnKA_/,0,hailey_bb
890,"DECEMBER 9, 2018",Mimosas and matinees❣️🎄🥂,212 likes,/BrMSQKKnuol/,0,hailey_bb
891,"DECEMBER 8, 2018","Hip hip beret, for a fun downtown Seattle day!",316 likes,/BrJgzMJHxzQ/,0,hailey_bb
892,3 HOURS AGO,"Exactly 1 month ago was opening night on tour!😍😭 Seriously the last 31 days with my tour family has been the best ever! Thank you to everyone who is on the road with me for helping make my dream come true every night we perform!❤️ I can’t believe what this last month of my life has been! Seriously, So much fun! I’m looking forward to this being the rest of my life!⚡️ Show tomorrow in NYC!!","35,028 likes",/By0-XMmniwU/,1,itsjojosiwa
893,9 HOURS AGO,"🎉🎉🎉 D.R.E.A.M. THE TOUR IS COMING TO THE U.K.!!🇬🇧❤️ I’m so EXCITED!! Tickets are on sale THIS Friday (June 21st) at 10:00AM!! To find out more go to aegpresents.co.uk/JoJoSiwa !!! AHHH! U.K. I’m so excited to bring my concert tour to you! I’m ready to perform live in some AMAZING places over there! Here are the dates! I’ll see you soon!!💙 . Oct 30 – Glasgow / SSE Hydro‬.
.
Oct 31 – Manchester / Manchester Arena.
.
‬Nov 2 – Birmingham / Resorts World Arena‬.
.
Nov 3 – London / The O2‬","51,322 likes",/By0TRoyHXT3/,1,itsjojosiwa
894,23 HOURS AGO,HAPPY FATHERS DAY!! I waited till late to post today because I wanted to share what I did on stage tonight with all of you!! Dad.... thank you for being the best dad ever!!! EVERYONE GO FOLLOW MY AWESOME DAD @itstomsiwa !!🤩❤️🌈,"93,959",/ByyxPNOHkF7/,0,itsjojosiwa
895,1 DAY AGO,U.K. fans TOMORROW is the day!!!!!!! 🎉🎉 5pmBST (12pm EST) 🎀 I have the BIGGEST announcement EVER!!! Who is excited!!!!!!! 💙❤️,"102,929 likes",/ByxfI0bnd7Y/,1,itsjojosiwa
896,2 DAYS AGO,Link in my bio,"115,975 likes",/ByvIBDZHQ6m/,1,itsjojosiwa
897,3 DAYS AGO,"TODAY IS THE DAY!!🌈 Tickets are now on sale for my NEW added concert dates!🎉Most shows are almost sold out already from just the pre sale! So hurry and go get your tickets before they are all gone!!⚡️💕 Here are the new dates! You can go to JoJoDreamTour.com (link in my bio) to buy tickets!! See you soon!! 🤩 Aug. 29 Rosemont, IL Rosemont Theatre

Sep. 18 Cedar Park, TX H.E.B. Center at Cedar Park

Sep. 20 Tulsa, OK BOK Center

Sep. 21 Kansas City, MO Sprint Center

Sep. 22 St Louis, MO Chaifetz Arena

Sep. 24 Nashville, TN Bridgestone Arena

Sep. 26 Duluth, GA Infinite Energy Center

Sep. 27 Greenville, SC Bon Secours Wellness Arena

Sep. 29 Charlottesville, VA John Paul Jones Arena

Oct. 1 Bridgeport, CT Webster Bank Arena

Oct. 2 Providence, RI Dunkin’ Donuts Center","84,562 likes",/ByscH5DnpEr/,1,itsjojosiwa
898,4 DAYS AGO,@taylorswift 🌈,"197,005 likes",/Byq9MEFn_YH/,0,itsjojosiwa
899,4 DAYS AGO,"Like a Kid in a Candy, Candy!💕🌈 Last night was fun Baltimore! See you soon New Jersey!!🤩","66,490 likes",/ByqClSenvrG/,1,itsjojosiwa
900,4 DAYS AGO,"When in Baltimore!!🎭❤️ We had to add something a little special for tonight’s show in Baltimore! This was literally planned 10 Minutes before the doors opened today! Not gonna lie, this was way to much fun!! GOOD NIGHT BALITIMOREEEEE!!!!!👏🏼","280,792",/ByoplLUHDq0/,1,itsjojosiwa
901,5 DAYS AGO,"MY FACE BECAUSE TODAY IS THE PRE SALE FOR MY NEW CONCERT DATES!!🎉 If you are in my SIWANATORZ email fan club check your inbox because you got a special code that you can use TODAY to get tickets before anyone else!!🌈 Here are the new dates! GO GET YOUR TICKETS!! Aug. 29 Rosemont, IL Rosemont Theatre

Sep. 18 Cedar Park, TX H.E.B. Center at Cedar Park

Sep. 20 Tulsa, OK BOK Center

Sep. 21 Kansas City, MO Sprint Center

Sep. 22 St Louis, MO Chaifetz Arena

Sep. 24 Nashville, TN Bridgestone Arena

Sep. 26 Duluth, GA Infinite Energy Center

Sep. 27 Greenville, SC Bon Secours Wellness Arena

Sep. 29 Charlottesville, VA John Paul Jones Arena

Oct. 1 Bridgeport, CT Webster Bank Arena

Oct. 2 Providence, RI Dunkin’ Donuts Center","97,530 likes",/ByniVwCHsvM/,1,itsjojosiwa
902,7 DAYS AGO,"U.K. SIWANATORZ.... I have another HUGE announcement coming soon just for you, and YOU HAVE TO TRUST ME AND SIGN UP FOR MY EMAIL FAN CLUB SO YOU DONT MISS OUT ON THIS!! Go to WWW.ItsJoJoSiwa.Com TO SIGN UP!! I’m so excited, this is the announcement you’ve all been waiting for!!❤️🎉💙 TELL EVERYONE YOU KNOW!! (It’s not SLIMEFEST u.k.)","68,406 likes",/ByizK89HmMT/,1,itsjojosiwa
903,7 DAYS AGO,"SURPRISEEEEE!!🎉 11 MORE U.S. DATES have been added to D.R.E.A.M. The Tour!! Tickets on sale at 10am ‪Friday, June 14th‬!🌈 Aug. 29 Rosemont, IL Rosemont Theatre

Sep. 18 Cedar Park, TX H.E.B. Center at Cedar Park

Sep. 20 Tulsa, OK BOK Center

Sep. 21 Kansas City, MO Sprint Center

Sep. 22 St Louis, MO Chaifetz Arena

Sep. 24 Nashville, TN Bridgestone Arena

Sep. 26 Duluth, GA Infinite Energy Center

Sep. 27 Greenville, SC Bon Secours Wellness Arena

Sep. 29 Charlottesville, VA John Paul Jones Arena

Oct. 1 Bridgeport, CT Webster Bank Arena

Oct. 2 Providence, RI Dunkin’ Donuts Center","84,541 likes",/Byiu3JvnRhO/,1,itsjojosiwa
904,7 DAYS AGO,"Another Great Year at SLIMEFEST in the books!!💚 Thank you to Nickelodeon, The fans, and to my amazing Crew for making this the best SLIMEFEST yet!🎉 Now back to our regular D.R.E.A.M. The tour Show! 🌈 See you tomorrow Cleveland, OH!!","69,885 likes",/ByiiQtxnkZn/,1,itsjojosiwa
905,7 DAYS AGO,Biggggg announcement!!!! Today at 4pm EST!!! ❤️❤️❤️ can’t wait to tell you all!!! Any guesses?? 😎🤔,"167,393 likes",/ByiKk9tnc-m/,1,itsjojosiwa
906,JUNE 8,H HH HHH HHHHHOLD THE DRAMA!⚡️ Slime fest day 1 was incredible! See you again tomorrow for round 2 Chicago!!💚,"137,549 likes",/Byd8spxn156/,1,itsjojosiwa
907,JUNE 8,Sound check pics from yesterday for SLIMEFEST!! This is gonna be a fun one!💙✌🏼 SEE YA SOON!!!!,"87,085 likes",/BydA-a2nSRb/,1,itsjojosiwa
908,JUNE 7,The Cubs just signed a new Pitcher!❤️⚾️ Just kidding! But I did just throw out the first pitch at the Cubs game and.... IT WAS AMAZING!⚡️ Thank you @cubs for letting me throw the first pitch today!💙 I LOVE YOU CHICAGO!!!,"168,191 likes",/Bya2gmznBPa/,1,itsjojosiwa
909,JUNE 7,Keytar breaks with @lecontebanks! ✌🏼Minnesota YOU WERE AMAZING!Thank you for being a phenomenal crowd!! Next is SLIMEFEST in Chicago! 🧡💚 See ya soon! OH also.... I’m doing something REALLY exciting today in Chicago! Can’t wait to share with you!!❤️⚾️☝🏼💙,"94,325 likes",/ByaOhXinzXN/,1,itsjojosiwa
910,JUNE 6,LOOK! it’s my pet unicorn COB!!🦄 I’m ready for tonight’s show in MINNEAPOLIS! Here we go show #13!🌈,"94,144 likes",/ByYh5wqnfOk/,1,itsjojosiwa
911,JUNE 6,I’m living out my DREAM 1 day at a time! And I’m loving every second of it!!❤️⚡️💙,"70,877 likes",/ByYEJx2HL4L/,0,itsjojosiwa
912,JUNE 5,"My face tonight!🌈 I’m on stage in 7 minutes!!❤️ See you soon Des Moines, IOWA!!","162,201 likes",/ByWO22wH-Tx/,1,itsjojosiwa
913,JUNE 5,"NEW VIDEO! “JoJo Siwa - A FREIND LIKE BOWBOW (Live in Seattle, WA)”!💕⚡️ LINK IN MY BIO","65,251 likes",/ByWIS2KnYrG/,1,itsjojosiwa
914,JUNE 4,"Imma come back like a BOOMERANG!!🤩I’m Ready for another AMAZING show tonight in St. Louis, MO!💕 See you soon!","70,739 likes",/ByS2MPNHLG1/,1,itsjojosiwa
915,JUNE 3,So excited for Slimefest Chicago!!!! June 8 & 9!!! Get your tickets at nickslimefest.com 💚 it’s the most fun summer event!!🌈🥳🎀 see you there !!!!,"72,652 likes",/ByQbyc_nKZf/,1,itsjojosiwa
916,JUNE 2,"When I find a piano, I play until my fingers won’t let me play anymore.🎹❤️","89,957 likes",/ByO_p7ZnBDV/,0,itsjojosiwa
917,8 HOURS AGO,Keep your head @clear from dandruff with our unbeatable anti-dandruff performance and stay tuned on https://bit.ly/2Kie1bZ to find out what Clear is doing to help you keep your head Clear from doubts. Anxiety affects 284 million people globally and Clear is committed to help you cope with it by building resilience. #nothingtohide #clearhaircare #keepaclearhead #goalglobal,"2,289,839",/By0cn6ooYYK/,1,cristiano
918,17 HOURS AGO,"Muitos parabéns, filho! 🎂🎉🎊
Que continues a ser o lindo menino que tens sido até hoje, o papá tem muito orgulho em ti! 🙏
Que tenhas um dia muito feliz 🥳
O papá ama-te muito ❤️😘","6,502,306 likes",/Byzf6imgA6u/,0,cristiano
919,1 DAY AGO,Good Morning 😉👌🏻,"4,969,467 likes",/Byw8mAwA6fF/,0,cristiano
920,3 DAYS AGO,"What an unforgettable season! New experiences, gigantic club, exciting city, broken records and three more titles!

I have to thank all of Juventus fans for the wonderfull way I was welcomed in Italy! You’re a very important part of our victories! Thanks to all my fans around the world and particularly to the portuguese people that helped us reach another historical win for Portugal! You’ll allways have a special place in my heart!

Personaly, I’ll never forget the great moments and new record-breaking achievments I’ve had so far in 2019: - Italian Supercup winning goal;
- Serie A win, Best Player and 21 goals;
- Nations League win and hat-trick;
- First Player to reach 100 wins and 125 goals in Champions League;
- First Player to win 10 UEFA titles;
- First Player to score in all National Teams final stages: FIFA World Cup, UEFA European Cup, FIFA Confederations Cup and UEFA Nations League;
- First Player to score in 10 consecutive National Teams final stages from 2004 to 2019;

See you soon! Together we’ll keep fighting for new and amazing conquests! I’m counting on you! 🇵🇹🇮🇹🌍 🤜🏻🤛🏻🙌🏻💪🏻","7,082,793 likes",/ByswNqAgAaG/,0,cristiano
921,5 DAYS AGO,Em breve estará no meu Museu. And still🇵🇹🇵🇹🇵🇹🇵🇹,"5,262,203 likes",/BymrpthoI8v/,0,cristiano
922,6 DAYS AGO,Champ Champ 🏆🏆😀💪🏻❤️,"6,436,380 likes",/BykR4yYg94v/,0,cristiano
923,7 DAYS AGO,"Bom dia 🌍, depois de conquistar a super copa de Itália, campeonato italiano, não poderia haver melhor maneira de terminar a época, com a conquista da #UefaNationsLeague 🏆🇵🇹 2+1= triplete 🤷🏻‍♂😀","5,669,506 likes",/ByhrBYtAfYV/,0,cristiano
924,7 DAYS AGO,3 times in a row🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹,"6,110,689 likes",/Byg76QzI2Fy/,0,cristiano
925,JUNE 9,Orgulho enorme ganhar mais um título pela nossa seleção. Esta taça é de todos os portugueses. Obrigado pelo vosso apoio. #tudoporportugal,"6,305,812 likes",/BygXk8eAdFA/,0,cristiano
926,JUNE 7,"La salud de nuestro cabello merece los mejores tratamientos.
Yo confío en @insparya_es y @georginagio también 😉👌🏻❤️ . #inspayra #ClinicaCapilar #Madrid #MesoterapiaCapilar","5,306,156",/ByaVLe5ocIn/,1,cristiano
927,JUNE 6,"After 90 minutes of intense exercise, there’s allways a chance for a final punchline! Ending big is always the best way to close the show! ⚽️⚽️⚽️😀👌🏻💪🏻","23,204,097",/ByYJiDJg-_a/,0,cristiano
928,JUNE 5,Muito feliz por ajudar Portugal a chegar à final da Liga das Nações! Parabéns malta! Obrigado ao público português pelo apoio fantástico. Força @portugal 🇵🇹💪🏽,"5,398,756 likes",/ByV_micgFj5/,0,cristiano
929,JUNE 5,Parabéns amores do papa! Pena não poder estar aí com vocês neste dia tão especial. Mas a mamã está convosco. Sejam sempre muito felizes. Amo-vos muito!!❤️💞💕,"3,947,968 likes",/ByUuiNcgb5I/,0,cristiano
930,JUNE 3,Espírito de equipa!💪🏽🇵🇹 #tudoporportugal,"5,050,914 likes",/ByP69mtodHm/,0,cristiano
931,JUNE 3,Did you know? More than 284 million people in the world suffer from anxiety. But there are ways to not let doubts hold you back. I don’t let doubts hold me back. Nor should you. Walk with me as I #KeepAClearHead. #NothingToHide #NoDoubts #NoDandruff #Clearhaircare,"4,535,346",/ByPrne0gZ9J/,1,cristiano
932,JUNE 1,Aiming for success. #traditionalaccessories #belt #cr7footwear,"5,142,608 likes",/ByLO0mWIAb2/,1,cristiano
933,MAY 30,I made a new friend while shooting the new SFR TV commercial 😉,"16,901,980",/ByGVL1dAH8s/,1,cristiano
934,MAY 30,É sempre um prazer estar de volta ao meu país. Força Portugal🇵🇹🇵🇹🇵🇹,"6,896,775 likes",/ByFbY2QIhDl/,0,cristiano
935,MAY 28,"Amazing residential destination in Dubai, bringing together traditional design with a modern twist @dubaiholding #MJLiving","7,693,249",/ByA7Z68gSQu/,1,cristiano
936,MAY 27,Partita del cuore 2019 ⚽️🌎🙌🏻 #orgoglio,"6,655,463 likes",/Bx-418ug4Ch/,0,cristiano
937,MAY 27,💎,"8,700,946 likes",/Bx-YwjwAKvt/,1,cristiano
938,MAY 24,"If you also think the beach is a good place to exercise, in Porto Santo you have 9km to run. Such a small Island, so much to live!

#ChallengeTheObvious #VisitMadeira #MadeiraNoWordsNeeded #PortoSanto","5,931,989",/Bx22W3_Asob/,1,cristiano
939,MAY 24,Enjoy 😉👌🏻,"9,556,703 likes",/Bx2IXW2oxtg/,0,cristiano
940,MAY 23,Every time I wear my Amalfi shoes I feel Legendary. #cr7footwear #menshoes #fashion #footwear,"3,531,257 likes",/Bx0YfinIy8c/,1,cristiano
941,MAY 23,Always nice to see you Bro 🏆🏆👌🏻💪🏻,"5,597,584 likes",/Bx0JqyMAnML/,0,cristiano
942,JUNE 8,When Olivia is a star and Paul wears your face on a shirt (btw if you haven’t seen Olivia’s movie Booksmart I don’t understand you),"4,729,158 likes",/ByenVHhjL5Z/,0,selenagomez
943,JUNE 2,I’m not sure why my mind went there?,"12,199,033",/ByOtvN1DJBf/,0,selenagomez
944,MAY 24,All @Coach combo -biker jacket and butterfly parker bag #CoachNY,"3,652,767 likes",/Bx201VODYoW/,1,selenagomez
945,MAY 18,"To see what is happening right now in Alabama, Georgia, Mississippi and several other states in our country is not only deeply upsetting but seems that it can’t possibly be real in 2019. It’s no one’s business what a woman chooses to do with her body. End of story. If you want to help fight this, click on the link in my bio to find out how you can volunteer or make a donation.","2,950,075 likes",/Bxmx4CijCXC/,0,selenagomez
946,MAY 16,"My first time in Cannes! I’m so honored to have been a part of this movie with Jim and the whole cast.
By the way Bill Murray and I are getting married.","7,724,731 likes",/Bxh6oZgg2ql/,0,selenagomez
947,MAY 15,Been working hard on a new collection with my @PUMA fam. Launches today ✈️ #SGxPUMA,"5,383,989 likes",/BxfMWtOAC_d/,1,selenagomez
948,MAY 14,hi Cannes...you’re very pretty,"9,840,955 likes",/Bxcchf3gSP6/,0,selenagomez
949,MAY 12,I owe my life to you momma,"5,449,317 likes",/BxYfWLaAMnM/,0,selenagomez
950,MAY 8,studio diva,"5,885,181 likes",/BxOLH2ZgbV2/,0,selenagomez
951,MAY 1,"Yesterday at the @hollywoodreporter Empowerment in Entertainment event, I had the honor to meet some of the brightest students who might never have imagined a career in Hollywood as they were given the opportunity to go to college and work with mentors in the industry.
Thank you to the most courageous, brave, intellectual, strong, beautiful spirit that is Oprah for caring so much about empowering all walks of life but more importantly for being the action and not just standing behind the word. You DO it. Thank you for continually inspiring us to be kinder, greater and stretching all the boundaries for the better. “From everyone to whom much has been given, much will be required.”","3,714,092 likes",/Bw7MF0yAnHZ/,1,selenagomez
